t,y,y2
31.967,3.61E-03,4.70E-03
31.983,3.52E-03,4.74E-03
32,3.30E-03,4.21E-03
32.017,2.97E-03,3.90E-03
32.033,2.63E-03,3.23E-03
32.05,2.48E-03,2.52E-03
32.067,2.16E-03,1.76E-03
32.083,1.86E-03,8.11E-04
32.1,1.31E-03,-9.87E-05
32.117,5.52E-04,-9.25E-04
32.133,2.45E-06,-1.69E-03
32.15,-4.03E-04,-2.31E-03
32.167,-5.24E-04,-2.64E-03
32.183,-4.74E-04,-3.12E-03
32.2,-4.43E-04,-3.22E-03
32.217,-7.19E-04,-3.14E-03
32.233,-1.03E-03,-2.70E-03
32.25,-1.13E-03,-2.35E-03
32.267,-1.09E-03,-1.78E-03
32.283,-8.28E-04,-1.07E-03
32.3,-4.50E-04,-3.74E-04
32.317,-9.07E-05,3.97E-04
32.333,-2.12E-05,1.13E-03
32.35,4.81E-05,1.86E-03
32.367,-1.45E-05,2.49E-03
32.383,1.23E-04,3.10E-03
32.4,2.78E-04,3.42E-03
32.417,5.05E-04,3.74E-03
32.433,6.48E-04,3.85E-03
32.45,6.63E-04,3.74E-03
32.467,3.36E-04,3.42E-03
32.483,-8.98E-05,3.07E-03
32.5,-6.34E-04,2.53E-03
32.517,-9.25E-04,1.88E-03
32.533,-1.02E-03,1.12E-03
32.55,-1.00E-03,3.52E-04
32.567,-1.13E-03,-4.05E-04
32.583,-1.37E-03,-1.07E-03
32.6,-1.76E-03,-1.73E-03
32.617,-1.88E-03,-2.41E-03
32.633,-1.83E-03,-2.57E-03
32.65,-1.66E-03,-2.73E-03
32.667,-1.13E-03,-2.65E-03
32.683,-8.27E-04,-2.49E-03
32.7,-6.17E-04,-2.31E-03
32.717,-5.01E-04,-1.75E-03
32.733,-1.97E-04,-1.06E-03
32.75,2.73E-04,-3.51E-04
32.767,7.08E-04,3.87E-04
32.783,1.43E-03,1.20E-03
32.8,2.19E-03,1.94E-03
32.817,2.68E-03,2.64E-03
32.833,3.04E-03,3.27E-03
32.85,3.22E-03,3.94E-03
32.867,3.25E-03,4.21E-03
32.883,3.39E-03,4.53E-03
32.9,3.64E-03,4.60E-03
32.917,3.59E-03,4.50E-03
32.933,3.53E-03,4.11E-03
32.95,2.96E-03,3.51E-03
32.967,2.46E-03,2.86E-03
32.983,1.98E-03,2.05E-03
33,1.53E-03,1.24E-03
33.017,1.16E-03,3.44E-04
33.033,7.80E-04,-4.19E-04
33.05,4.61E-04,-1.13E-03
33.067,-9.47E-05,-1.86E-03
33.083,-6.98E-04,-2.44E-03
33.1,-1.12E-03,-2.67E-03
33.117,-1.47E-03,-2.92E-03
33.133,-1.51E-03,-2.79E-03
33.15,-1.51E-03,-2.64E-03
33.167,-1.53E-03,-2.44E-03
33.183,-1.55E-03,-1.84E-03
33.2,-1.74E-03,-1.20E-03
33.217,-1.72E-03,-5.79E-04
33.233,-1.59E-03,2.09E-04
33.25,-1.06E-03,9.91E-04
33.267,-6.35E-04,1.80E-03
33.283,-3.28E-04,2.44E-03
33.3,-1.81E-04,2.83E-03
33.317,-1.89E-04,3.38E-03
33.333,-8.00E-05,3.51E-03
33.35,-1.04E-04,3.95E-03
33.367,-4.05E-05,3.99E-03
33.383,-4.15E-05,3.80E-03
33.4,-5.48E-05,3.45E-03
33.417,-2.60E-04,2.83E-03
33.433,-4.55E-04,2.44E-03
33.45,-7.92E-04,1.85E-03
33.467,-1.01E-03,1.13E-03
33.483,-1.15E-03,3.69E-04
33.5,-1.10E-03,-3.61E-04
33.517,-9.76E-04,-1.01E-03
33.533,-9.74E-04,-1.68E-03
33.55,-1.02E-03,-2.03E-03
33.567,-1.18E-03,-2.38E-03
33.583,-1.38E-03,-2.49E-03
33.6,-1.32E-03,-2.51E-03
33.617,-9.99E-04,-2.38E-03
33.633,-3.85E-04,-1.89E-03
33.65,2.60E-05,-1.56E-03
33.667,4.47E-04,-9.82E-04
33.683,7.62E-04,-3.21E-04
33.7,1.19E-03,4.19E-04
33.717,1.74E-03,1.24E-03
33.733,2.25E-03,1.94E-03
33.75,2.73E-03,2.63E-03
33.767,3.29E-03,3.22E-03
33.783,3.46E-03,3.76E-03
33.8,3.44E-03,4.03E-03
33.817,3.43E-03,4.18E-03
33.833,3.37E-03,4.14E-03
33.85,3.23E-03,3.96E-03
33.867,3.02E-03,3.69E-03
33.883,2.90E-03,3.22E-03
33.9,2.55E-03,2.55E-03
33.917,2.03E-03,1.84E-03
33.933,1.31E-03,1.09E-03
33.95,5.05E-04,3.53E-04
33.967,1.35E-04,-3.81E-04
33.983,-2.91E-04,-1.09E-03
34,-3.22E-04,-1.79E-03
34.017,-7.49E-04,-2.35E-03
34.033,-1.16E-03,-2.58E-03
34.05,-1.52E-03,-2.67E-03
34.067,-2.09E-03,-2.63E-03
34.083,-2.35E-03,-2.55E-03
34.1,-2.33E-03,-2.35E-03
34.117,-2.08E-03,-1.83E-03
34.133,-1.74E-03,-1.22E-03
34.15,-1.36E-03,-5.84E-04
34.167,-1.41E-03,1.17E-04
34.183,-1.20E-03,9.40E-04
34.2,-9.38E-04,1.72E-03
34.217,-6.70E-04,2.29E-03
34.233,-2.97E-04,2.77E-03
34.25,5.97E-05,3.35E-03
34.267,1.13E-04,3.51E-03
34.283,-4.10E-05,3.50E-03
34.3,-8.77E-05,3.50E-03
34.317,-1.55E-04,3.36E-03
34.333,-1.92E-04,3.21E-03
34.35,-1.83E-04,2.66E-03
34.367,-1.84E-04,2.03E-03
34.383,-1.85E-04,1.31E-03
34.4,-1.94E-04,6.18E-04
34.417,-4.50E-04,-1.46E-04
34.433,-8.12E-04,-8.02E-04
34.45,-1.01E-03,-1.41E-03
34.467,-9.22E-04,-1.87E-03
34.483,-9.05E-04,-2.18E-03
34.5,-7.94E-04,-2.43E-03
34.517,-8.06E-04,-2.51E-03
34.533,-8.15E-04,-2.50E-03
34.55,-8.22E-04,-2.13E-03
34.567,-3.41E-04,-1.82E-03
34.583,3.20E-04,-1.18E-03
34.6,1.10E-03,-5.55E-04
34.617,1.46E-03,1.70E-04
34.633,1.91E-03,9.82E-04
34.65,2.20E-03,1.77E-03
34.667,2.26E-03,2.52E-03
34.683,2.59E-03,3.23E-03
34.7,2.89E-03,3.56E-03
34.717,3.07E-03,4.09E-03
34.733,3.18E-03,4.20E-03
34.75,3.28E-03,4.20E-03
34.767,3.24E-03,4.14E-03
34.783,2.70E-03,4.00E-03
34.8,2.21E-03,3.41E-03
34.817,1.93E-03,2.80E-03
34.833,1.84E-03,2.29E-03
34.85,1.40E-03,1.64E-03
34.867,1.03E-03,9.48E-04
34.883,4.28E-04,1.10E-04
34.9,-3.08E-04,-5.38E-04
34.917,-8.40E-04,-1.13E-03
34.933,-1.20E-03,-1.72E-03
34.95,-1.54E-03,-2.34E-03
34.967,-1.75E-03,-2.51E-03
34.983,-1.83E-03,-2.59E-03
35,-2.06E-03,-2.57E-03
35.017,-2.23E-03,-2.48E-03
35.033,-2.18E-03,-1.97E-03
35.05,-2.13E-03,-1.62E-03
35.067,-1.77E-03,-1.00E-03
35.083,-1.37E-03,-3.27E-04
35.1,-8.95E-04,3.98E-04
35.117,-6.54E-04,1.11E-03
35.133,-4.95E-04,1.84E-03
35.15,-2.21E-04,2.46E-03
35.167,-7.57E-05,2.79E-03
35.183,3.44E-04,3.37E-03
35.2,6.40E-04,3.52E-03
35.217,7.75E-04,3.77E-03
35.233,7.30E-04,3.88E-03
35.25,5.64E-04,3.48E-03
35.267,5.85E-04,3.18E-03
35.283,5.77E-04,2.63E-03
35.3,5.75E-04,2.03E-03
35.317,5.98E-04,1.29E-03
35.333,4.02E-04,5.39E-04
35.35,2.52E-04,-2.01E-04
35.367,3.45E-05,-7.97E-04
35.383,-1.43E-04,-1.34E-03
35.4,-3.54E-04,-1.86E-03
35.417,-2.60E-04,-2.04E-03
35.433,-2.95E-04,-2.31E-03
35.45,-2.76E-04,-2.39E-03
35.467,-1.56E-04,-2.40E-03
35.483,-6.78E-05,-1.97E-03
35.5,8.47E-05,-1.69E-03
35.517,5.05E-04,-1.14E-03
35.533,1.16E-03,-4.89E-04
35.55,1.46E-03,2.82E-04
35.567,1.99E-03,1.04E-03
35.583,2.33E-03,1.80E-03
35.6,2.49E-03,2.54E-03
35.617,2.57E-03,3.17E-03
35.633,2.60E-03,3.78E-03
35.65,2.75E-03,4.11E-03
35.667,2.74E-03,4.17E-03
35.683,2.80E-03,4.12E-03
35.7,2.68E-03,3.99E-03
35.717,2.24E-03,3.67E-03
35.733,1.82E-03,3.26E-03
35.75,1.38E-03,2.58E-03
35.767,1.12E-03,1.90E-03
35.783,6.05E-04,1.14E-03
35.8,3.03E-04,4.03E-04
35.817,-1.57E-04,-3.46E-04
35.833,-8.58E-04,-1.06E-03
35.85,-1.58E-03,-1.76E-03
35.867,-2.14E-03,-2.34E-03
35.883,-2.45E-03,-2.61E-03
35.9,-2.41E-03,-2.74E-03
35.917,-2.45E-03,-2.71E-03
35.933,-2.38E-03,-2.64E-03
35.95,-2.30E-03,-2.44E-03
35.967,-2.40E-03,-1.83E-03
35.983,-2.06E-03,-1.21E-03
36,-1.87E-03,-5.25E-04
36.017,-1.09E-03,2.65E-04
36.033,-7.79E-04,1.10E-03
36.05,-3.17E-04,1.85E-03
36.067,-7.78E-06,2.57E-03
36.083,1.21E-04,3.18E-03
36.1,3.16E-04,3.75E-03
36.117,5.64E-04,4.15E-03
36.133,8.69E-04,4.28E-03
36.15,1.03E-03,4.21E-03
36.167,1.43E-03,4.06E-03
36.183,1.44E-03,3.55E-03
36.2,1.42E-03,3.26E-03
36.217,1.25E-03,2.63E-03
36.233,1.04E-03,1.93E-03
36.25,7.49E-04,1.20E-03
36.267,6.44E-04,4.47E-04
36.283,4.35E-04,-3.06E-04
36.3,3.09E-04,-1.01E-03
36.317,6.10E-05,-1.63E-03
36.333,-3.44E-04,-1.89E-03
36.35,-3.78E-04,-2.41E-03
36.367,-3.46E-04,-2.56E-03
36.383,-1.41E-04,-2.56E-03
36.4,1.90E-04,-2.35E-03
36.417,4.99E-04,-1.89E-03
36.433,6.50E-04,-1.39E-03
36.45,7.43E-04,-9.02E-04
36.467,1.05E-03,-2.37E-04
36.483,1.50E-03,4.88E-04
36.5,1.73E-03,1.31E-03
36.517,1.99E-03,1.96E-03
36.533,2.12E-03,2.53E-03
36.55,2.14E-03,3.13E-03
36.567,2.12E-03,3.68E-03
36.583,2.11E-03,3.96E-03
36.6,2.10E-03,4.00E-03
36.617,2.05E-03,4.01E-03
36.633,1.92E-03,3.79E-03
36.65,1.79E-03,3.31E-03
36.667,1.38E-03,2.69E-03
36.683,7.22E-04,2.08E-03
36.7,2.78E-04,1.32E-03
36.717,-2.64E-04,5.00E-04
36.733,-7.26E-04,-3.46E-04
36.75,-1.06E-03,-9.88E-04
36.767,-1.54E-03,-1.69E-03
36.783,-1.84E-03,-2.09E-03
36.8,-2.28E-03,-2.58E-03
36.817,-2.55E-03,-2.74E-03
36.833,-2.64E-03,-3.04E-03
36.85,-2.59E-03,-2.77E-03
36.867,-2.43E-03,-2.58E-03
36.883,-2.10E-03,-2.35E-03
36.9,-1.77E-03,-1.75E-03
36.917,-1.40E-03,-1.07E-03
36.933,-1.12E-03,-3.36E-04
36.95,-8.93E-04,4.26E-04
36.967,-5.80E-04,1.16E-03
36.983,-1.57E-04,1.89E-03
37,4.15E-04,2.61E-03
37.017,1.05E-03,3.23E-03
37.033,1.27E-03,3.78E-03
37.05,1.31E-03,4.02E-03
37.067,1.30E-03,4.05E-03
37.083,1.57E-03,4.03E-03
37.1,1.76E-03,3.93E-03
37.117,1.98E-03,3.47E-03
37.133,1.91E-03,2.86E-03
37.15,1.86E-03,2.35E-03
37.167,1.45E-03,1.71E-03
37.183,1.13E-03,1.05E-03
37.2,6.76E-04,3.24E-04
37.217,5.35E-04,-4.01E-04
37.233,4.99E-04,-1.07E-03
37.25,3.34E-04,-1.71E-03
37.267,3.76E-04,-1.89E-03
37.283,9.83E-05,-2.26E-03
37.3,-1.76E-05,-2.42E-03
37.317,-2.87E-05,-2.40E-03
37.333,8.81E-05,-1.95E-03
37.35,4.35E-04,-1.66E-03
37.367,8.37E-04,-1.11E-03
37.383,1.14E-03,-4.22E-04
37.4,1.28E-03,3.32E-04
37.417,1.26E-03,1.07E-03
37.433,1.28E-03,1.82E-03
37.45,1.43E-03,2.55E-03
37.467,1.81E-03,3.18E-03
37.483,1.97E-03,3.44E-03
37.5,2.03E-03,3.92E-03
37.517,1.91E-03,4.04E-03
37.533,1.75E-03,4.05E-03
37.55,1.55E-03,3.94E-03
37.567,1.31E-03,3.41E-03
37.583,1.14E-03,3.11E-03
37.6,8.15E-04,2.56E-03
37.617,4.13E-04,1.85E-03
37.633,-1.16E-04,1.11E-03
37.65,-8.35E-04,3.90E-04
37.667,-1.55E-03,-3.46E-04
37.683,-2.11E-03,-1.06E-03
37.7,-2.32E-03,-1.75E-03
37.717,-2.27E-03,-2.29E-03
37.733,-2.29E-03,-2.57E-03
37.75,-2.29E-03,-2.64E-03
37.767,-2.31E-03,-2.61E-03
37.783,-2.33E-03,-2.50E-03
37.8,-2.38E-03,-2.02E-03
37.817,-1.89E-03,-1.67E-03
37.833,-1.35E-03,-1.01E-03
37.85,-8.60E-04,-3.52E-04
37.867,-2.56E-04,3.77E-04
37.883,1.17E-05,1.13E-03
37.9,2.51E-04,1.89E-03
37.917,5.44E-04,2.60E-03
37.933,8.82E-04,3.20E-03
37.95,1.34E-03,3.78E-03
37.967,1.95E-03,4.07E-03
37.983,2.46E-03,4.10E-03
38,2.65E-03,4.09E-03
38.017,2.69E-03,4.06E-03
38.033,2.28E-03,3.77E-03
38.05,2.01E-03,3.32E-03
38.067,1.96E-03,2.62E-03
38.083,1.98E-03,1.99E-03
38.1,2.00E-03,1.21E-03
38.117,1.55E-03,5.02E-04
38.133,9.99E-04,-2.48E-04
38.15,6.23E-04,-8.49E-04
38.167,2.89E-04,-1.26E-03
38.183,2.89E-04,-1.82E-03
38.2,3.32E-04,-2.00E-03
38.217,4.74E-04,-2.10E-03
38.233,4.88E-04,-2.00E-03
38.25,5.08E-04,-1.78E-03
38.267,3.99E-04,-1.67E-03
38.283,3.70E-04,-1.08E-03
38.3,4.16E-04,-4.69E-04
38.317,6.50E-04,1.95E-04
38.333,1.07E-03,9.42E-04
38.35,1.40E-03,1.63E-03
38.367,1.38E-03,2.10E-03
38.383,1.37E-03,2.61E-03
38.4,1.20E-03,3.25E-03
38.417,1.24E-03,3.39E-03
38.433,1.34E-03,3.53E-03
38.45,1.52E-03,3.51E-03
38.467,1.50E-03,3.43E-03
38.483,1.29E-03,3.22E-03
38.5,7.77E-04,2.77E-03
38.517,3.03E-04,2.40E-03
38.533,-1.25E-04,1.83E-03
38.55,-4.95E-04,1.15E-03
38.567,-6.87E-04,4.04E-04
38.583,-9.25E-04,-2.98E-04
38.6,-1.36E-03,-9.28E-04
38.617,-1.72E-03,-1.32E-03
38.633,-2.12E-03,-1.82E-03
38.65,-2.39E-03,-2.08E-03
38.667,-2.38E-03,-2.39E-03
38.683,-2.08E-03,-2.48E-03
38.7,-1.72E-03,-2.47E-03
38.717,-1.39E-03,-1.96E-03
38.733,-1.43E-03,-1.68E-03
38.75,-1.17E-03,-1.10E-03
38.767,-9.42E-04,-4.47E-04
38.783,-4.46E-04,3.15E-04
38.8,3.25E-04,1.06E-03
38.817,1.13E-03,1.78E-03
38.833,1.49E-03,2.40E-03
38.85,1.88E-03,2.97E-03
38.867,2.17E-03,3.43E-03
38.883,2.17E-03,4.00E-03
38.9,2.51E-03,4.12E-03
38.917,2.89E-03,4.11E-03
38.933,3.00E-03,4.09E-03
38.95,3.29E-03,3.95E-03
38.967,3.30E-03,3.38E-03
38.983,2.82E-03,3.01E-03
39,2.24E-03,2.53E-03
39.017,1.90E-03,1.89E-03
39.033,1.73E-03,1.16E-03
39.05,1.77E-03,4.39E-04
39.067,1.80E-03,-3.11E-04
39.083,1.40E-03,-9.12E-04
39.1,1.06E-03,-1.18E-03
39.117,5.36E-04,-1.70E-03
39.133,1.37E-04,-1.82E-03
39.15,7.02E-05,-1.84E-03
39.167,1.45E-04,-1.83E-03
39.183,4.04E-04,-1.68E-03
39.2,4.57E-04,-1.15E-03
39.217,4.63E-04,-8.13E-04
39.233,2.44E-04,-3.54E-04
39.25,3.51E-04,3.31E-04
39.267,3.76E-04,1.06E-03
39.283,5.90E-04,1.65E-03
39.3,8.29E-04,2.10E-03
39.317,1.25E-03,2.51E-03
39.333,1.28E-03,2.76E-03
39.35,1.28E-03,3.20E-03
39.367,1.06E-03,3.28E-03
39.383,6.71E-04,3.29E-03
39.4,4.62E-04,3.27E-03
39.417,4.43E-04,2.81E-03
39.433,2.89E-04,2.48E-03
39.45,-6.47E-06,1.89E-03
39.467,-3.10E-04,1.36E-03
39.483,-8.66E-04,9.06E-04
39.5,-1.32E-03,2.82E-04
39.517,-1.71E-03,-3.48E-04
39.533,-1.68E-03,-9.76E-04
39.55,-1.56E-03,-1.25E-03
39.567,-1.58E-03,-1.75E-03
39.583,-1.58E-03,-1.88E-03
39.6,-1.76E-03,-1.95E-03
39.617,-1.74E-03,-1.83E-03
39.633,-1.73E-03,-1.74E-03
39.65,-1.23E-03,-1.31E-03
39.667,-8.08E-04,-1.01E-03
39.683,-2.05E-04,-4.24E-04
39.7,1.14E-04,1.87E-04
39.717,4.71E-04,7.57E-04
39.733,8.55E-04,1.39E-03
39.75,1.17E-03,1.97E-03
39.767,1.81E-03,2.55E-03
39.783,2.54E-03,3.16E-03
39.8,2.91E-03,3.42E-03
39.817,3.26E-03,3.85E-03
39.833,3.30E-03,4.04E-03
39.85,3.32E-03,4.04E-03
39.867,3.05E-03,3.92E-03
39.883,2.91E-03,3.45E-03
39.9,2.87E-03,3.20E-03
39.917,2.86E-03,2.62E-03
39.933,2.66E-03,2.04E-03
39.95,2.24E-03,1.37E-03
39.967,1.77E-03,8.53E-04
39.983,1.36E-03,2.95E-04
40,1.09E-03,-3.34E-04
40.017,1.13E-03,-9.26E-04
40.033,7.32E-04,-1.17E-03
40.05,5.02E-04,-1.59E-03
40.067,3.78E-05,-1.72E-03
40.083,-1.52E-04,-1.75E-03
40.1,-3.69E-04,-1.69E-03
40.117,-4.17E-04,-1.28E-03
40.133,-3.47E-04,-1.03E-03
40.15,-1.40E-04,-4.74E-04
40.167,-7.76E-05,-1.48E-04
40.183,7.41E-05,3.85E-04
40.2,2.30E-05,9.96E-04
40.217,-4.81E-06,1.63E-03
40.233,-1.81E-05,1.96E-03
40.25,2.42E-04,2.44E-03
40.267,5.08E-04,2.69E-03
40.283,7.46E-04,2.92E-03
40.3,6.97E-04,3.20E-03
40.317,3.51E-04,3.24E-03
40.333,-7.59E-05,3.10E-03
40.35,-4.09E-04,2.65E-03
40.367,-3.60E-04,2.46E-03
40.383,-3.44E-04,1.95E-03
40.4,-3.66E-04,1.33E-03
40.417,-5.77E-04,8.68E-04
40.433,-9.73E-04,3.76E-04
40.45,-1.08E-03,-2.72E-04
40.467,-1.29E-03,-5.96E-04
40.483,-1.39E-03,-9.86E-04
40.5,-1.42E-03,-1.32E-03
40.517,-1.20E-03,-1.61E-03
40.533,-1.04E-03,-1.68E-03
40.55,-9.14E-04,-1.65E-03
40.567,-9.66E-04,-1.21E-03
40.583,-9.33E-04,-1.04E-03
40.6,-4.46E-04,-4.65E-04
40.617,3.56E-04,-2.85E-04
40.633,1.09E-03,3.70E-04
40.65,1.81E-03,1.06E-03
40.667,2.17E-03,1.74E-03
40.683,2.15E-03,2.27E-03
40.7,2.27E-03,2.64E-03
40.717,2.47E-03,3.28E-03
40.733,2.84E-03,3.40E-03
40.75,3.29E-03,3.82E-03
40.767,3.50E-03,3.98E-03
40.783,3.47E-03,3.99E-03
40.8,3.31E-03,3.84E-03
40.817,2.85E-03,3.42E-03
40.833,2.68E-03,3.24E-03
40.85,2.60E-03,2.60E-03
40.867,2.58E-03,1.98E-03
40.883,2.60E-03,1.33E-03
40.9,2.49E-03,8.02E-04
40.917,1.98E-03,3.63E-04
40.933,1.20E-03,-3.05E-04
40.95,5.37E-04,-5.69E-04
40.967,3.21E-05,-1.00E-03
40.983,-1.85E-04,-1.12E-03
41,-1.82E-04,-1.24E-03
41.017,-1.84E-04,-1.19E-03
41.033,-2.99E-04,-1.08E-03
41.05,-4.00E-04,-9.91E-04
41.067,-7.59E-04,-5.94E-04
41.083,-7.30E-04,-2.72E-04
41.1,-3.30E-04,3.32E-04
41.117,4.98E-05,6.55E-04
41.133,4.05E-04,1.16E-03
41.15,4.84E-04,1.77E-03
41.167,2.90E-04,2.05E-03
41.183,-8.65E-05,2.50E-03
41.2,-1.27E-04,2.74E-03
41.217,-1.28E-05,3.04E-03
41.233,1.55E-04,3.17E-03
41.25,3.43E-04,3.21E-03
41.267,4.50E-04,3.00E-03
41.283,4.22E-04,2.70E-03
41.3,4.24E-05,2.54E-03
41.317,-2.98E-04,1.97E-03
41.333,-2.56E-04,1.62E-03
41.35,-2.28E-04,1.17E-03
41.367,-2.32E-04,5.15E-04
41.383,-2.48E-04,-6.78E-05
41.4,-4.44E-04,-4.14E-04
41.417,-6.13E-04,-8.86E-04
41.433,-7.27E-04,-1.05E-03
41.45,-7.51E-04,-1.09E-03
41.467,-4.34E-04,-1.14E-03
41.483,-1.03E-04,-1.10E-03
41.5,2.95E-04,-1.05E-03
41.517,5.39E-04,-6.08E-04
41.533,7.77E-04,-3.05E-04
41.55,1.17E-03,2.86E-04
41.567,1.45E-03,7.06E-04
41.583,2.03E-03,1.25E-03
41.6,2.44E-03,1.85E-03
41.617,2.84E-03,2.47E-03
41.633,2.94E-03,2.75E-03
41.65,2.92E-03,3.21E-03
41.667,2.90E-03,3.40E-03
41.683,2.99E-03,3.57E-03
41.7,3.20E-03,3.67E-03
41.717,3.30E-03,3.71E-03
41.733,3.41E-03,3.41E-03
41.75,3.22E-03,3.23E-03
41.767,2.82E-03,2.67E-03
41.783,2.56E-03,2.37E-03
41.8,2.10E-03,1.87E-03
41.817,1.82E-03,1.22E-03
41.833,1.38E-03,5.79E-04
41.85,1.05E-03,1.42E-04
41.867,5.58E-04,-3.33E-04
41.883,-3.23E-05,-7.31E-04
41.9,-3.58E-04,-9.92E-04
41.917,-5.14E-04,-1.10E-03
41.933,-7.47E-04,-1.24E-03
41.95,-8.20E-04,-1.21E-03
41.967,-8.68E-04,-1.05E-03
41.983,-8.70E-04,-1.00E-03
42,-8.75E-04,-7.84E-04
42.017,-9.17E-04,-3.73E-04
42.033,-9.15E-04,9.16E-05
42.05,-9.19E-04,5.39E-04
42.067,-7.70E-04,1.10E-03
42.083,-4.84E-04,1.67E-03
42.1,-2.65E-04,1.96E-03
42.117,-2.58E-04,2.45E-03
42.133,-1.12E-04,2.68E-03
42.15,-1.04E-04,2.79E-03
42.167,2.85E-06,2.90E-03
42.183,2.76E-04,3.08E-03
42.2,3.90E-04,2.79E-03
42.217,4.42E-04,2.58E-03
42.233,4.50E-04,2.41E-03
42.25,3.43E-04,1.97E-03
42.267,3.32E-04,1.67E-03
42.283,3.31E-04,1.17E-03
42.3,3.40E-04,5.43E-04
42.317,3.72E-04,2.49E-04
42.333,3.86E-04,-2.92E-04
42.35,3.95E-04,-4.32E-04
42.367,4.02E-04,-8.38E-04
42.383,3.78E-04,-1.02E-03
42.4,4.25E-04,-1.03E-03
42.417,7.31E-04,-1.04E-03
42.433,1.06E-03,-8.42E-04
42.45,1.45E-03,-4.68E-04
42.467,1.49E-03,-1.50E-04
42.483,1.61E-03,3.08E-04
42.5,1.89E-03,9.25E-04
42.517,2.33E-03,1.26E-03
42.533,2.79E-03,1.84E-03
42.55,2.87E-03,2.43E-03
42.567,3.00E-03,2.71E-03
42.583,2.95E-03,3.18E-03
42.6,2.91E-03,3.36E-03
42.617,2.90E-03,3.50E-03
42.633,2.90E-03,3.45E-03
42.65,2.83E-03,3.36E-03
42.667,2.87E-03,3.20E-03
42.683,2.84E-03,2.87E-03
42.7,2.62E-03,2.52E-03
42.717,2.01E-03,2.01E-03
42.733,1.40E-03,1.58E-03
42.75,8.60E-04,1.09E-03
42.767,4.69E-04,4.36E-04
42.783,5.11E-04,4.38E-06
42.8,-1.93E-06,-3.84E-04
42.817,-2.33E-04,-7.36E-04
42.833,-7.68E-04,-1.01E-03
42.85,-1.09E-03,-1.05E-03
42.867,-1.35E-03,-1.12E-03
42.883,-1.42E-03,-1.12E-03
42.9,-1.25E-03,-1.05E-03
42.917,-9.87E-04,-9.41E-04
42.933,-9.80E-04,-4.78E-04
42.95,-8.95E-04,-2.05E-04
42.967,-9.52E-04,3.74E-04
42.983,-9.23E-04,1.02E-03
43,-8.21E-04,1.33E-03
43.017,-3.52E-04,1.86E-03
43.033,3.56E-05,2.34E-03
43.05,1.46E-04,2.63E-03
43.067,4.02E-04,3.03E-03
43.083,5.67E-04,3.31E-03
43.1,5.04E-04,3.31E-03
43.117,5.65E-04,3.32E-03
43.133,6.38E-04,3.21E-03
43.15,8.08E-04,2.77E-03
43.167,7.38E-04,2.51E-03
43.183,8.01E-04,1.99E-03
43.2,6.12E-04,1.76E-03
43.217,3.66E-04,1.16E-03
43.233,7.48E-05,7.88E-04
43.25,3.08E-06,4.23E-04
43.267,3.30E-04,-1.56E-04
43.283,4.47E-04,-3.78E-04
43.3,5.41E-04,-5.03E-04
43.317,5.19E-04,-7.67E-04
43.333,4.89E-04,-5.83E-04
43.35,5.34E-04,-3.84E-04
43.367,7.13E-04,-3.01E-04
43.383,1.17E-03,-1.82E-04
43.4,1.56E-03,3.22E-04
43.417,1.99E-03,6.09E-04
43.433,2.15E-03,1.15E-03
43.45,2.16E-03,1.78E-03
43.467,2.14E-03,2.36E-03
43.483,2.13E-03,2.65E-03
43.5,2.28E-03,3.12E-03
43.517,2.72E-03,3.42E-03
43.533,3.22E-03,3.54E-03
43.55,3.28E-03,3.80E-03
43.567,3.09E-03,3.89E-03
43.583,2.53E-03,3.71E-03
43.6,2.21E-03,3.44E-03
43.617,1.89E-03,3.27E-03
43.633,1.92E-03,2.66E-03
43.65,1.75E-03,2.10E-03
43.667,1.36E-03,1.67E-03
43.683,7.73E-04,1.13E-03
43.7,8.64E-05,4.87E-04
43.717,-6.77E-04,-1.60E-05
43.733,-1.01E-03,-3.26E-04
43.75,-1.07E-03,-6.57E-04
43.767,-1.12E-03,-9.85E-04
43.783,-9.03E-04,-1.10E-03
43.8,-9.22E-04,-1.17E-03
43.817,-1.22E-03,-1.05E-03
43.833,-1.48E-03,-9.97E-04
43.85,-1.51E-03,-6.04E-04
43.867,-1.43E-03,-2.87E-04
43.883,-9.27E-04,3.17E-04
43.9,-3.89E-04,8.15E-04
43.917,-1.79E-04,1.26E-03
43.933,-2.11E-04,1.85E-03
43.95,-2.40E-04,2.37E-03
43.967,-1.06E-04,2.72E-03
43.983,3.02E-04,3.21E-03
44,9.10E-04,3.38E-03
44.017,1.31E-03,3.46E-03
44.033,1.61E-03,3.41E-03
44.05,1.53E-03,3.38E-03
44.067,1.35E-03,3.27E-03
44.083,1.15E-03,2.95E-03
44.1,1.18E-03,2.62E-03
44.117,1.20E-03,2.35E-03
44.133,1.28E-03,1.91E-03
44.15,1.28E-03,1.26E-03
44.167,1.07E-03,9.84E-04
44.183,6.95E-04,4.45E-04
44.2,4.94E-04,-1.26E-04
44.217,5.33E-04,-3.57E-04
44.233,8.11E-04,-4.80E-04
44.25,1.27E-03,-6.27E-04
44.267,1.42E-03,-5.21E-04
44.283,1.40E-03,-3.53E-04
44.3,1.31E-03,-2.99E-04
44.317,1.16E-03,-8.09E-05
44.333,1.19E-03,4.03E-04
44.35,1.58E-03,1.03E-03
44.367,1.88E-03,1.39E-03
